Módulo: 32603
4062 → 0.529982
4063 → 0.096924
4064 → 0.477011
4065 → 0.091924
4066 → 0.627090
4067 → 0.605220
4068 → 0.887464
4069 → 0.868938
4070 → 0.719535
4071 → 0.320952
4072 → 0.561850
4073 → 0.514523
4074 → 0.468945
4075 → 0.720578
4076 → 0.498236
4077 → 0.700181
4078 → 0.030764
4079 → 0.229887
4080 → 0.080759
4081 → 0.729105
4082 → 0.947796
4083 → 0.125357
4084 → 0.310616
4085 → 0.804650
4086 → 0.790479
4087 → 0.381499
4088 → 0.854768
4089 → 0.310554
4090 → 0.794221
4091 → 0.017636
4092 → 0.998190
4093 → 0.692360
4094 → 0.701132
4095 → 0.192406
4096 → 0.708953
4097 → 0.522038
4098 → 0.746434
4099 → 0.893844
4100 → 0.953501
4101 → 0.095206
4102 → 0.185014
4103 → 0.452320
4104 → 0.894458
4105 → 0.057786
4106 → 0.823636
4107 → 0.018096
4108 → 0.076404
4109 → 0.988682
4110 → 0.075944
4111 → 0.910468
4112 → 0.779622
4113 → 0.535656
4114 → 0.061559
4115 → 0.464988
4116 → 0.047940
4117 → 0.149864
4118 → 0.476797
4119 → 0.055424
4120 → 0.422139
4121 → 0.763641
4122 → 0.819035
4123 → 0.235960
4124 → 0.113180
4125 → 0.240561
4126 → 0.895316
4127 → 0.203785
4128 → 0.643438
4129 → 0.384412
4130 → 0.350121
4131 → 0.520596
4132 → 0.501365
4133 → 0.232034
4134 → 0.445757
4135 → 0.778609
4136 → 0.363586
4137 → 0.809649
4138 → 0.640401
4139 → 0.868202
4140 → 0.594393
4141 → 0.046836
4142 → 0.962151
4143 → 0.565623
4144 → 0.155875
4145 → 0.498788
4146 → 0.794037
4147 → 0.986351
4148 → 0.679661
4149 → 0.542435
4150 → 0.213907
4151 → 0.364138
4152 → 0.903506
4153 → 0.595988
4154 → 0.317977
4155 → 0.056068
4156 → 0.531638
4157 → 0.378493
4158 → 0.343772
4159 → 0.441248
4160 → 0.012115
4161 → 0.059626
4162 → 0.136491
4163 → 0.203386
4164 → 0.575653
4165 → 0.860933
4166 → 0.358617
4167 → 0.964942
4168 → 0.040119
4169 → 0.820231
4170 → 0.439315
4171 → 0.683618
4172 → 0.215072
4173 → 0.562280
4174 → 0.587523
4175 → 0.878846
4176 → 0.403736
4177 → 0.635095
4178 → 0.966138
4179 → 0.243475
4180 → 0.390670
4181 → 0.413827
4182 → 0.350581
4183 → 0.598810
4184 → 0.797687
4185 → 0.606846
4186 → 0.163819
4187 → 0.849278
4188 → 0.377205
4189 → 0.124774
4190 → 0.211545
4191 → 0.962641
4192 → 0.649051
4193 → 0.338619
4194 → 0.565255
4195 → 0.093304
4196 → 0.861731
4197 → 0.494188
4198 → 0.011901
4199 → 0.023127
4200 → 0.931540
4201 → 0.361807
4202 → 0.507223
4203 → 0.227954
4204 → 0.752262
4205 → 0.884551
4206 → 0.373585
4207 → 0.509493
4208 → 0.613809
4209 → 0.347453
4210 → 0.066957
4211 → 0.382695
4212 → 0.058123
4213 → 0.880993
4214 → 0.768733
4215 → 0.684600
4216 → 0.381928
4217 → 0.927767
4218 → 0.720455
4219 → 0.477379
4220 → 0.154495
4221 → 0.264147
4222 → 0.905070
4223 → 0.861915
4224 → 0.525473
4225 → 0.330430
4226 → 0.173052
4227 → 0.418765
4228 → 0.190075
4229 → 0.312671
4230 → 0.154004
4231 → 0.180720
4232 → 0.722326
4233 → 0.795448
4234 → 0.226206
4235 → 0.455050
4236 → 0.358525
4237 → 0.949299
4238 → 0.380855
4239 → 0.745269
4240 → 0.695703
4241 → 0.269484
4242 → 0.812349
4243 → 0.099255
4244 → 0.873294
4245 → 0.459958
4246 → 0.192804
4247 → 0.776738
4248 → 0.045517
4249 → 0.737938
4250 → 0.449499
4251 → 0.414747
4252 → 0.507009
4253 → 0.191455
4254 → 0.547312
4255 → 0.042972
4256 → 0.305156
4257 → 0.876514
4258 → 0.007453
4259 → 0.267061
4260 → 0.400423
4261 → 0.071957
4262 → 0.232617
4263 → 0.544827
4264 → 0.620618
4265 → 0.505015
4266 → 0.852529
4267 → 0.929914
4268 → 0.085452
4269 → 0.526884
4270 → 0.570285
4271 → 0.948440
4272 → 0.234856
4273 → 0.925467
4274 → 0.329387
4275 → 0.995767
4276 → 0.280434
4277 → 0.673834
4278 → 0.551728
4279 → 0.793823
4280 → 0.949851
4281 → 0.474711
4282 → 0.700856
4283 → 0.145477
4284 → 0.731160
4285 → 0.297151
4286 → 0.515597
4287 → 0.651443
4288 → 0.745330
4289 → 0.706131
4290 → 0.042327
4291 → 0.195657
4292 → 0.261663
4293 → 0.482716
4294 → 0.061773
4295 → 0.501488
4296 → 0.252891
4297 → 0.991443
4298 → 0.545226
4299 → 0.688403
4300 → 0.028494
4301 → 0.844033
4302 → 0.485569
4303 → 0.546698
4304 → 0.938687
4305 → 0.576726
4306 → 0.043432
4307 → 0.383370
4308 → 0.172837
4309 → 0.382265
4310 → 0.985124
4311 → 0.471092
4312 → 0.085575
4313 → 0.547741
4314 → 0.115971
4315 → 0.715057
4316 → 0.559672
4317 → 0.144312
4318 → 0.533018
4319 → 0.613134
4320 → 0.232739
4321 → 0.565684
4322 → 0.166304
4323 → 0.271631
4324 → 0.177346
4325 → 0.148759
4326 → 0.289084
4327 → 0.144251
4328 → 0.522590
4329 → 0.840291
4330 → 0.849431
4331 → 0.403276
4332 → 0.556881
4333 → 0.669816
4334 → 0.868662
4335 → 0.672607
4336 → 0.343159
4337 → 0.336963
4338 → 0.283686
4339 → 0.226544
4340 → 0.512407
4341 → 0.109162
4342 → 0.557495
4343 → 0.774101
4344 → 0.597092
4345 → 0.505690
4346 → 0.967242
4347 → 0.431187
4348 → 0.301843
4349 → 0.313376
4350 → 0.273932
4351 → 0.568414
4352 → 0.630371
4353 → 0.163144
4354 → 0.734564
4355 → 0.875932
4356 → 0.908383
4357 → 0.425053
4358 → 0.258995
4359 → 0.029077
4360 → 0.943103
4361 → 0.327577
4362 → 0.688127
4363 → 0.981566
4364 → 0.866239
4365 → 0.260682
4366 → 0.315861
4367 → 0.696286
4368 → 0.368555
4369 → 0.654357
4370 → 0.240683
4371 → 0.916173
4372 → 0.749471
4373 → 0.410054
4374 → 0.709229
4375 → 0.568966
4376 → 0.724228
4377 → 0.118731
4378 → 0.184339
4379 → 0.337607
4380 → 0.393185
4381 → 0.841395
4382 → 0.037144
4383 → 0.314450
4384 → 0.456430
4385 → 0.593166
4386 → 0.838266
4387 → 0.505291
4388 → 0.899457
4389 → 0.907708
4390 → 0.310340
4391 → 0.757722
4392 → 0.812686
4393 → 0.156611
4394 → 0.623930
4395 → 0.068153
4396 → 0.586050
4397 → 0.628562
4398 → 0.855504
4399 → 0.435696
4400 → 0.068337
4401 → 0.617336
4402 → 0.947091
4403 → 0.005429
4404 → 0.922921
4405 → 0.896605
4406 → 0.422783
4407 → 0.873141
4408 → 0.433886
4409 → 0.760697
4410 → 0.318468
4411 → 0.139496
4412 → 0.714382
4413 → 0.444959
4414 → 0.643039
4415 → 0.316627
4416 → 0.826642
4417 → 0.529092
4418 → 0.945711
4419 → 0.770788
4420 → 0.033954
4421 → 0.772168
4422 → 0.268595
4423 → 0.661135
4424 → 0.393031
4425 → 0.815324
4426 → 0.605036
4427 → 0.856179
4428 → 0.550409
4429 → 0.569610
4430 → 0.833727
4431 → 0.733583
4432 → 0.709076
4433 → 0.542895
4434 → 0.292120
4435 → 0.660461
4436 → 0.278318
4437 → 0.314051
4438 → 0.388645
4439 → 0.069687
4440 → 0.846763
4441 → 0.949637
4442 → 0.438211
4443 → 0.495905
4444 → 0.303898
4445 → 0.662730
4446 → 0.664172
4447 → 0.909241
4448 → 0.571052
4449 → 0.078796
4450 → 0.395393
4451 → 0.216821
4452 → 0.859491
4453 → 0.113548
4454 → 0.303132
4455 → 0.532374
4456 → 0.503635
4457 → 0.617888
4458 → 0.040947
4459 → 0.961016
4460 → 0.372696
4461 → 0.358280
4462 → 0.907585
4463 → 0.289483
4464 → 0.212036
4465 → 0.046069
4466 → 0.831795
4467 → 0.405085
4468 → 0.864522
4469 → 0.968684
4470 → 0.676257
4471 → 0.963654
4472 → 0.821121
4473 → 0.590528
4474 → 0.389841
4475 → 0.273042
4476 → 0.417201
4477 → 0.924148
4478 → 0.105174
4479 → 0.879643
4480 → 0.539306
4481 → 0.682054
4482 → 0.949146
4483 → 0.354783
4484 → 0.313161
4485 → 0.237432
4486 → 0.363463
4487 → 0.788792
4488 → 0.094715
4489 → 0.101586
4490 → 0.269576
4491 → 0.827991
4492 → 0.758519
4493 → 0.948256
4494 → 0.203570
4495 → 0.606938
4496 → 0.179462
4497 → 0.508542
4498 → 0.452167
4499 → 0.868386
4500 → 0.625679
4501 → 0.365365
4502 → 0.112076
4503 → 0.052848
4504 → 0.984143
4505 → 0.304236
4506 → 0.720087
4507 → 0.414808
4508 → 0.517437
4509 → 0.964298
4510 → 0.930620
4511 → 0.205380
4512 → 0.914578
4513 → 0.478330
4514 → 0.316137
4515 → 0.743214
4516 → 0.346348
4517 → 0.879244
4518 → 0.471521
4519 → 0.158574
4520 → 0.957642
4521 → 0.799129
4522 → 0.851915
4523 → 0.825630
4524 → 0.357022
4525 → 0.693801
4526 → 0.946201
4527 → 0.854216
4528 → 0.216698
4529 → 0.838634
4530 → 0.567862
4531 → 0.536515
4532 → 0.207558
4533 → 0.284790
4534 → 0.414256
4535 → 0.423581
4536 → 0.008711
4537 → 0.480845
4538 → 0.743705
4539 → 0.429776
4540 → 0.061988
4541 → 0.537987
4542 → 0.457841
4543 → 0.833022
4544 → 0.613655
4545 → 0.321381
4546 → 0.634850
4547 → 0.924424
4548 → 0.152103
4549 → 0.857436
4550 → 0.764193
4551 → 0.912891
4552 → 0.191547
4553 → 0.562954
4554 → 0.702236
4555 → 0.380118
4556 → 0.620127
4557 → 0.421587
4558 → 0.669785
4559 → 0.863448
4560 → 0.786185
4561 → 0.651504
4562 → 0.755759
4563 → 0.478974
4564 → 0.425636
4565 → 0.358065
4566 → 0.871085
4567 → 0.084532
4568 → 0.370457
4569 → 0.977640
4570 → 0.198816
4571 → 0.798730
4572 → 0.784130
4573 → 0.302150
4574 → 0.365519
4575 → 0.138147
4576 → 0.484955
4577 → 0.442413
4578 → 0.210257
4579 → 0.743643
4580 → 0.419348
4581 → 0.289145
4582 → 0.154679
4583 → 0.295433
4584 → 0.223599
4585 → 0.011839
4586 → 0.012698
4587 → 0.158697
4588 → 0.978499
4589 → 0.344815
4590 → 0.618532
4591 → 0.150446
4592 → 0.575867
4593 → 0.897433
4594 → 0.563568
4595 → 0.806521
4596 → 0.108548
4597 → 0.453210
4598 → 0.045671
4599 → 0.764009
4600 → 0.881606
4601 → 0.873018
4602 → 0.413029
4603 → 0.215011
4604 → 0.551851
4605 → 0.814680
4606 → 0.495537
4607 → 0.241327
4608 → 0.025672
4609 → 0.364322
4610 → 0.934791
4611 → 0.914517
4612 → 0.467902
4613 → 0.543294
4614 → 0.359906
4615 → 0.183940
4616 → 0.269822
4617 → 0.869705
4618 → 0.849891
4619 → 0.481489
4620 → 0.853204
4621 → 0.044628
4622 → 0.586725
4623 → 0.743275
4624 → 0.356777
4625 → 0.652087
4626 → 0.854829
4627 → 0.320983
4628 → 0.567064
4629 → 0.400945
4630 → 0.160599
4631 → 0.301782
4632 → 0.302948
4633 → 0.501089
4634 → 0.185106
4635 → 0.467963
4636 → 0.553722
4637 → 0.132749
4638 → 0.567248
4639 → 0.432230
4640 → 0.479128
4641 → 0.451707
4642 → 0.790173
4643 → 0.329356
4644 → 0.990553
4645 → 0.394013
4646 → 0.982180
4647 → 0.970524
4648 → 0.989111
4649 → 0.148943
4650 → 0.320369
4651 → 0.462779
4652 → 0.672515
4653 → 0.327516
4654 → 0.677698
4655 → 0.208723
4656 → 0.482931
4657 → 0.098273
4658 → 0.706438
4659 → 0.094470
4660 → 0.059872
4661 → 0.178204
4662 → 0.294758
4663 → 0.108886
4664 → 0.510567
4665 → 0.796307
4666 → 0.372205
4667 → 0.274852
4668 → 0.724841
4669 → 0.223016
4670 → 0.912769
4671 → 0.170690
4672 → 0.017268
4673 → 0.935619
4674 → 0.055302
4675 → 0.401282
4676 → 0.217955
4677 → 0.052418
4678 → 0.911143
4679 → 0.894335
4680 → 0.036929
4681 → 0.277950
4682 → 0.251480
4683 → 0.751587
4684 → 0.769837
4685 → 0.872312
4686 → 0.293102
4687 → 0.827317
4688 → 0.643806
4689 → 0.446983
4690 → 0.987179
4691 → 0.820446
4692 → 0.475815
4693 → 0.888569
4694 → 0.056651
4695 → 0.630709
4696 → 0.220501
4697 → 0.485201
4698 → 0.484127
4699 → 0.301629
4700 → 0.276876
4701 → 0.068981
4702 → 0.726835
4703 → 0.561942
4704 → 0.530166
4705 → 0.128209
4706 → 0.795540
4707 → 0.241849
4708 → 0.114315
4709 → 0.433488
4710 → 0.692912
4711 → 0.794988
4712 → 0.147993
4713 → 0.158728
4714 → 0.983713
4715 → 0.231236
4716 → 0.310186
4717 → 0.731650
4718 → 0.380578
4719 → 0.698341
4720 → 0.717909
4721 → 0.044597
4722 → 0.581511
4723 → 0.856854
4724 → 0.665123
4725 → 0.070883
4726 → 0.050118
4727 → 0.520075
4728 → 0.412723
4729 → 0.162868
4730 → 0.687636
4731 → 0.898138
4732 → 0.683495
4733 → 0.194215
4734 → 0.016594
4735 → 0.820906
4736 → 0.554029
4737 → 0.184891
4738 → 0.431463
4739 → 0.348772
4740 → 0.291170
4741 → 0.498819
4742 → 0.799252
4743 → 0.872772
4744 → 0.371316
4745 → 0.123639
4746 → 0.018618
4747 → 0.165046
4748 → 0.057847
4749 → 0.834064
4750 → 0.790939
4751 → 0.459712
4752 → 0.151090
4753 → 0.685366
4754 → 0.512284
4755 → 0.088305
4756 → 0.011809
4757 → 0.007484
4758 → 0.272276
4759 → 0.286845
4760 → 0.763611
4761 → 0.813821
4762 → 0.349538
4763 → 0.421526
4764 → 0.659357
4765 → 0.090605
4766 → 0.402877
4767 → 0.489096
4768 → 0.146336
4769 → 0.877159
4770 → 0.116952
4771 → 0.881913
4772 → 0.925160
4773 → 0.277244
4774 → 0.131552
4775 → 0.363893
4776 → 0.861792
4777 → 0.504616
4778 → 0.784744
4779 → 0.406435
4780 → 0.093948
4781 → 0.971230
4782 → 0.109039
4783 → 0.536638
4784 → 0.228415
4785 → 0.830476
4786 → 0.180873
4787 → 0.748397
4788 → 0.227556
4789 → 0.684477
4790 → 0.361071
4791 → 0.382081
4792 → 0.953839
4793 → 0.152563
4794 → 0.935650
4795 → 0.060516
4796 → 0.287704
4797 → 0.909610
4798 → 0.633623
4799 → 0.715854
4800 → 0.695243
4801 → 0.191271
4802 → 0.516026
4803 → 0.724443
4804 → 0.155231
4805 → 0.389289
4806 → 0.179186
4807 → 0.461614
4808 → 0.474374
4809 → 0.643499
4810 → 0.394841
4811 → 0.122964
4812 → 0.903905
4813 → 0.663773
4814 → 0.841456
4815 → 0.047572
4816 → 0.087293
4817 → 0.839739
4818 → 0.755575
4819 → 0.447689
4820 → 0.107107
4821 → 0.208140
4822 → 0.383860
4823 → 0.256265
4824 → 0.565009
4825 → 0.051590
4826 → 0.770359
4827 → 0.960955
4828 → 0.362267
4829 → 0.585437
4830 → 0.524277
4831 → 0.127074
4832 → 0.602613
4833 → 0.444254
4834 → 0.523111
4835 → 0.928933
4836 → 0.918596
4837 → 0.161396
4838 → 0.437352
4839 → 0.349906
4840 → 0.484097
4841 → 0.296414
4842 → 0.390455
4843 → 0.377327
4844 → 0.145631
4845 → 0.757231
4846 → 0.729258
4847 → 0.973867
4848 → 0.557464
4849 → 0.768886
4850 → 0.710671
4851 → 0.814036
4852 → 0.386038
4853 → 0.626476
4854 → 0.500935
4855 → 0.159034
4856 → 0.035856
4857 → 0.095451
4858 → 0.226728
4859 → 0.543692
4860 → 0.427691
4861 → 0.707420
4862 → 0.261326
4863 → 0.425360
4864 → 0.311137
4865 → 0.893292
4866 → 0.859645
4867 → 0.139619
4868 → 0.735239
4869 → 0.990645
4870 → 0.409656
4871 → 0.641444
4872 → 0.045487
4873 → 0.732724
4874 → 0.563077
4875 → 0.723093
4876 → 0.925804
4877 → 0.386744
4878 → 0.746404
4879 → 0.888630
4880 → 0.067080
4881 → 0.403552
4882 → 0.603809
4883 → 0.647609
4884 → 0.093550
4885 → 0.903444
4886 → 0.585560
4887 → 0.545134
4888 → 0.672760
4889 → 0.369230
4890 → 0.769070
4891 → 0.741956
4892 → 0.132564
4893 → 0.535963
4894 → 0.113701
4895 → 0.329203
4896 → 0.964482
4897 → 0.961905
4898 → 0.523909
4899 → 0.064503
4900 → 0.965555
4901 → 0.144404
4902 → 0.548661
4903 → 0.272398
4904 → 0.307702
4905 → 0.309297
4906 → 0.580437
4907 → 0.674355
4908 → 0.640371
4909 → 0.862988
4910 → 0.707972
4911 → 0.355182
4912 → 0.380947
4913 → 0.760912
4914 → 0.354967
4915 → 0.344447
4916 → 0.555961
4917 → 0.513388
4918 → 0.276018
4919 → 0.922983
4920 → 0.907033
4921 → 0.195626
4922 → 0.256449
4923 → 0.596295
4924 → 0.370119
4925 → 0.920283
4926 → 0.448180
4927 → 0.190535
4928 → 0.390884
4929 → 0.450327
4930 → 0.555532
4931 → 0.440389
4932 → 0.866117
4933 → 0.239825
4934 → 0.770175
4935 → 0.929669
4936 → 0.043738
4937 → 0.435512
4938 → 0.037052
4939 → 0.298807
4940 → 0.797166
4941 → 0.518204
4942 → 0.094654
4943 → 0.091157
4944 → 0.496733
4945 → 0.444683
4946 → 0.596111
4947 → 0.338834
4948 → 0.601754
4949 → 0.298255
4950 → 0.703310
4951 → 0.562617
4952 → 0.644879
4953 → 0.629482
4954 → 0.011931
4955 → 0.028341
4956 → 0.817962
4957 → 0.053461
4958 → 0.088427
4959 → 0.032666
4960 → 0.553170
4961 → 0.038892
4962 → 0.611662
4963 → 0.982456
4964 → 0.017452
4965 → 0.966905
4966 → 0.373831
4967 → 0.551207
4968 → 0.705181
4969 → 0.880686
4970 → 0.716590
4971 → 0.820385
4972 → 0.465387
4973 → 0.115726
4974 → 0.673343
4975 → 0.468300
4976 → 0.611079
4977 → 0.883385
4978 → 0.175444
4979 → 0.825476
4980 → 0.330951
4981 → 0.261694
4982 → 0.487931
4983 → 0.948195
4984 → 0.193142
4985 → 0.834095
4986 → 0.796154
4987 → 0.346134
4988 → 0.842745
4989 → 0.266571
4990 → 0.316995
4991 → 0.889213
4992 → 0.166150
4993 → 0.245560
4994 → 0.745238
4995 → 0.690489
4996 → 0.383063
4997 → 0.120694
4998 → 0.518050
4999 → 0.068583
5000 → 0.659050
5001 → 0.038463
5002 → 0.538662
5003 → 0.572555
5004 → 0.334294
5005 → 0.830046
5006 → 0.107874
5007 → 0.338496
5008 → 0.544398
5009 → 0.547618
5010 → 0.095114
5011 → 0.169371
5012 → 0.793056
5013 → 0.819495
5014 → 0.314174
5015 → 0.409502
5016 → 0.615373
5017 → 0.613379
5018 → 0.274453
5019 → 0.657056
5020 → 0.699537
5021 → 0.921265
5022 → 0.615035
5023 → 0.556022
5024 → 0.523817
5025 → 0.048861
5026 → 0.306291
5027 → 0.069441
5028 → 0.805049
5029 → 0.858265
5030 → 0.904978
5031 → 0.846272
5032 → 0.866209
5033 → 0.255467
5034 → 0.429439
5035 → 0.004631
5036 → 0.787351
5037 → 0.849646
5038 → 0.439775
5039 → 0.761832
5040 → 0.511395
5041 → 0.937092
5042 → 0.305585
5043 → 0.949514
5044 → 0.417354
5045 → 0.950219
5046 → 0.537282
5047 → 0.337914
5048 → 0.445327
5049 → 0.705610
5050 → 0.953685
5051 → 0.126491
5052 → 0.503543
5053 → 0.602245
5054 → 0.381683
5055 → 0.886053
5056 → 0.629083
5057 → 0.944146
5058 → 0.504862
5059 → 0.826458
5060 → 0.497807
5061 → 0.627182
5062 → 0.620863
5063 → 0.546729
5064 → 0.943901
5065 → 0.463148
5066 → 0.735086
5067 → 0.964574
5068 → 0.977548
5069 → 0.183173
5070 → 0.139466
5071 → 0.709168
5072 → 0.558538
5073 → 0.951385
5074 → 0.735423
5075 → 0.021930
5076 → 0.728185
5077 → 0.791369
5078 → 0.532712
5079 → 0.560991
5080 → 0.368524
5081 → 0.649143
5082 → 0.354262
5083 → 0.224519
5084 → 0.168267
5085 → 0.605343
5086 → 0.908321
5087 → 0.414624
5088 → 0.486152
5089 → 0.645769
5090 → 0.780695
5091 → 0.718155
5092 → 0.086311
5093 → 0.672883
5094 → 0.390087
5095 → 0.314756
5096 → 0.508573
5097 → 0.457381
5098 → 0.754808
5099 → 0.317333
5100 → 0.946569
5101 → 0.916787
5102 → 0.853756
5103 → 0.138484
5104 → 0.542312
5105 → 0.193050
5106 → 0.818452
5107 → 0.136889
5108 → 0.271171
5109 → 0.099132
5110 → 0.852437
5111 → 0.914272
5112 → 0.426188
5113 → 0.451922
5114 → 0.826672
5115 → 0.534307
5116 → 0.832132
5117 → 0.462442
5118 → 0.615158
5119 → 0.576879
5120 → 0.069503
5121 → 0.815477
5122 → 0.631108
5123 → 0.288286
5124 → 0.008680
5125 → 0.475631
5126 → 0.857283
5127 → 0.738122
5128 → 0.480784
5129 → 0.733276
5130 → 0.656933
5131 → 0.678680
5132 → 0.375579
5133 → 0.848419
5134 → 0.231206
5135 → 0.304972
5136 → 0.845229
5137 → 0.688924
5138 → 0.117136
5139 → 0.913198
5140 → 0.243689
5141 → 0.427169
5142 → 0.618777
5143 → 0.192160
5144 → 0.667239
5145 → 0.430666
5146 → 0.213201
5147 → 0.244211
5148 → 0.515811
5149 → 0.687943
5150 → 0.950281
5151 → 0.547710
5152 → 0.110757
5153 → 0.828635
5154 → 0.868018
5155 → 0.563108
5156 → 0.728307
5157 → 0.812226
5158 → 0.078398
5159 → 0.327608
5160 → 0.693341
5161 → 0.867988
5162 → 0.557893
5163 → 0.841886
5164 → 0.120572
5165 → 0.497194
5166 → 0.522897
5167 → 0.892433
5168 → 0.713646
5169 → 0.319817
5170 → 0.368923
5171 → 0.716928
5172 → 0.877741
5173 → 0.216023
5174 → 0.723921
5175 → 0.066589
5176 → 0.320124
5177 → 0.421066
5178 → 0.581143
5179 → 0.794283
5180 → 0.028065
5181 → 0.771033
5182 → 0.075668
5183 → 0.863540
5184 → 0.801828
5185 → 0.310769
5186 → 0.830721
5187 → 0.222587
5188 → 0.839769
5189 → 0.760789
5190 → 0.334110
5191 → 0.798761
5192 → 0.789345
5193 → 0.188572
5194 → 0.057173
5195 → 0.719351
5196 → 0.289667
5197 → 0.243321
5198 → 0.364598
5199 → 0.981719
5200 → 0.892311
5201 → 0.692789
5202 → 0.774131
5203 → 0.602307
5204 → 0.392111
5205 → 0.658896
5206 → 0.012391
5207 → 0.106555
5208 → 0.114284
5209 → 0.428273
5210 → 0.806490
5211 → 0.103334
5212 → 0.566788
5213 → 0.354017
5214 → 0.182805
5215 → 0.076895
5216 → 0.072110
5217 → 0.258688
5218 → 0.976935
5219 → 0.078888
5220 → 0.411036
5221 → 0.876085
5222 → 0.934454
5223 → 0.857160
5224 → 0.717265
5225 → 0.935098
5226 → 0.966660
5227 → 0.332117
5228 → 0.459835
5229 → 0.171947
5230 → 0.231052
5231 → 0.278901
5232 → 0.413121
5233 → 0.230654
5234 → 0.211116
5235 → 0.889642
5236 → 0.239150
5237 → 0.655461
5238 → 0.428396
5239 → 0.827347
5240 → 0.649020
5241 → 0.333405
5242 → 0.678833
5243 → 0.401650
5244 → 0.280526
5245 → 0.689476
5246 → 0.210993
5247 → 0.868785
5248 → 0.693464
5249 → 0.888845
5250 → 0.103579
5251 → 0.608502
5252 → 0.445388
5253 → 0.716038
5254 → 0.726528
5255 → 0.509800
5256 → 0.665951
5257 → 0.211668
5258 → 0.983498
5259 → 0.194737
5260 → 0.105236
5261 → 0.890071
5262 → 0.312149
5263 → 0.065362
5264 → 0.111554
5265 → 0.964206
5266 → 0.914977
5267 → 0.546115
5268 → 0.839616
5269 → 0.734718
5270 → 0.902003
5271 → 0.340490
5272 → 0.883324
5273 → 0.165015
5274 → 0.052633
5275 → 0.947643
5276 → 0.099285
5277 → 0.878508
5278 → 0.346379
5279 → 0.884458
5280 → 0.357943
5281 → 0.850229
5282 → 0.538846
5283 → 0.603840
5284 → 0.652823
5285 → 0.979971
5286 → 0.595099
5287 → 0.166764
5288 → 0.349845
5289 → 0.473668
5290 → 0.523571
5291 → 0.007147
5292 → 0.214919
5293 → 0.536208
5294 → 0.155415
5295 → 0.420575
5296 → 0.497715
5297 → 0.611539
5298 → 0.961599
5299 → 0.471766
5300 → 0.200288
5301 → 0.049014
5302 → 0.332362
5303 → 0.501549
5304 → 0.263319
5305 → 0.764285
5306 → 0.928534
5307 → 0.850811
5308 → 0.637917
5309 → 0.445849
5310 → 0.794252
5311 → 0.022851
5312 → 0.884612
5313 → 0.384014
5314 → 0.282336
5315 → 0.997117
5316 → 0.509861
5317 → 0.676379
5318 → 0.984511
5319 → 0.366807
5320 → 0.357145
5321 → 0.714658
5322 → 0.491887
5323 → 0.620832
5324 → 0.541515
5325 → 0.057479
5326 → 0.771493
5327 → 0.153882
5328 → 0.159863
5329 → 0.176640
5330 → 0.028832
5331 → 0.901389
5332 → 0.236205
5333 → 0.154894
5334 → 0.331933
5335 → 0.428550
5336 → 0.853418
5337 → 0.081128
5338 → 0.791676
5339 → 0.584854
5340 → 0.425206
5341 → 0.285066
5342 → 0.461185
5343 → 0.401374
5344 → 0.233598
5345 → 0.711683
5346 → 0.986106
5347 → 0.637947
5348 → 0.451063
5349 → 0.680674
5350 → 0.714505
5351 → 0.465816
5352 → 0.188725
5353 → 0.083244
5354 → 0.151458
5355 → 0.747937
5356 → 0.149342
5357 → 0.388154
5358 → 0.986259
5359 → 0.664019
5360 → 0.883170
5361 → 0.138944
5362 → 0.620526
5363 → 0.489372
5364 → 0.193264
5365 → 0.854952
5366 → 0.341840
5367 → 0.112750
5368 → 0.167561
5369 → 0.485415
5370 → 0.520627
5371 → 0.506579
5372 → 0.118455
5373 → 0.137411
5374 → 0.359814
5375 → 0.168297
5376 → 0.610557
5377 → 0.794743
5378 → 0.106279
5379 → 0.067356
5380 → 0.450480
5381 → 0.581603
5382 → 0.872496
5383 → 0.324387
5384 → 0.145845
5385 → 0.793731
5386 → 0.934209
5387 → 0.815446
5388 → 0.625893
5389 → 0.401865
5390 → 0.317026
5391 → 0.894427
5392 → 0.052572
5393 → 0.937214
5394 → 0.326442
5395 → 0.495200
5396 → 0.183971
5397 → 0.275036
5398 → 0.756127
5399 → 0.541545
5400 → 0.062694
5401 → 0.657915
5402 → 0.845536
5403 → 0.741067
5404 → 0.981351
5405 → 0.829740
5406 → 0.055731
5407 → 0.474282
5408 → 0.627856
5409 → 0.735576
5410 → 0.048002
5411 → 0.160292
5412 → 0.249640
5413 → 0.438733
5414 → 0.584547
5415 → 0.373064
5416 → 0.420851
5417 → 0.544643
5418 → 0.589332
5419 → 0.186486
5420 → 0.702604
5421 → 0.442689
5422 → 0.257185
5423 → 0.721437
5424 → 0.644235
5425 → 0.519983
5426 → 0.397080
5427 → 0.503604
5428 → 0.612674
5429 → 0.154526
5430 → 0.269362
5431 → 0.791492
5432 → 0.553569
5433 → 0.106677
5434 → 0.135141
5435 → 0.973959
5436 → 0.573107
5437 → 0.428151
5438 → 0.785633
5439 → 0.557648
5440 → 0.800172
5441 → 0.029200
5442 → 0.963960
5443 → 0.873263
5444 → 0.454743
5445 → 0.306383
5446 → 0.085084
5447 → 0.464313
5448 → 0.933227
5449 → 0.648591
5450 → 0.260405
5451 → 0.268932
5452 → 0.718492
5453 → 0.143668
5454 → 0.423519
5455 → 0.998282
5456 → 0.708002
5457 → 0.360396
5458 → 0.267368
5459 → 0.452566
5460 → 0.936172
